X,CH1,CH2
925,-0.99302555,-2.08535365
926,-0.98893949,-2.07677292
927,-0.98392176,-2.06623569
928,-0.97797709,-2.05375189
929,-0.97111109,-2.03933329
930,-0.96333022,-2.02299346
931,-0.95464181,-2.00474780
932,-0.94505404,-1.98461349
933,-0.93457596,-1.96260952
934,-0.92321743,-1.93875659
935,-0.91098914,-1.91307720
936,-0.89790263,-1.88559552
937,-0.88397022,-1.85633746
938,-0.86920503,-1.82533056
939,-0.85362098,-1.79260405
940,-0.83723274,-1.75818876
941,-0.82005576,-1.72211710
942,-0.80210622,-1.68442306
943,-0.78340103,-1.64514216
944,-0.76395780,-1.60431139
945,-0.74379487,-1.56196922
946,-0.72293121,-1.51815555
947,-0.70138649,-1.47291164
948,-0.67918101,-1.42628013
949,-0.65633568,-1.37830494
950,-0.63287203,-1.32903127
951,-0.60881216,-1.27850554
952,-0.58417874,-1.22677535
953,-0.55899497,-1.17388943
954,-0.53328458,-1.11989761
955,-0.50707179,-1.06485075
956,-0.48038129,-1.00880071
957,-0.45323824,-0.95180030
958,-0.42566820,-0.89390321
959,-0.39769714,-0.83516399
960,-0.36935141,-0.77563797
961,-0.34065773,-0.71538123
962,-0.31164312,-0.65445055
963,-0.28233491,-0.59290332
964,-0.25276072,-0.53079752
965,-0.22294841,-0.46819167
966,-0.19292607,-0.40514474
967,-0.16272197,-0.34171613
968,-0.13236457,-0.27796559
969,-0.10188247,-0.21395319
970,-0.07130439,-0.14973922
971,-0.04065914,-0.08538419
972,-0.00997558,-0.02094872
973,0.02071737,0.04350649
974,0.05139081,0.10792071
975,0.08201584,0.17223326
976,0.11256359,0.23638355
977,0.14300531,0.30031115
978,0.17331230,0.36395583
979,0.20345601,0.42725763
980,0.23340806,0.49015692
981,0.26314021,0.55259444
982,0.29262446,0.61451137
983,0.32183303,0.67584937
984,0.35073842,0.73655067
985,0.37931337,0.79655808
986,0.40753098,0.85581506
987,0.43536466,0.91426579
988,0.46278819,0.97185521
989,0.48977574,1.02852905
990,0.51630188,1.08423394
991,0.54234161,1.13891738
992,0.56787041,1.19252787
993,0.59286424,1.24501490
994,0.61729953,1.29632901
995,0.64115327,1.34642187
996,0.66440300,1.39524629
997,0.68702680,1.44275628
998,0.70900336,1.48890706
999,0.73031198,1.53365516
1000,0.75093259,1.57695843
1001,0.77084575,1.61877608
1002,0.79003271,1.65906870
1003,0.80847540,1.69779833
1004,0.82615643,1.73492850
1005,0.84305915,1.77042422
1006,0.85916764,1.80425204
1007,0.87446672,1.83638011
1008,0.88894198,1.86677815
1009,0.90257978,1.89541753
1010,0.91536727,1.92227127
1011,0.92729241,1.94731406
1012,0.93834396,1.97052232
1013,0.94851152,1.99187418
1014,0.95778549,2.01134953
1015,0.96615715,2.02893001
1016,0.97361861,2.04459907
1017,0.98016283,2.05834195
1018,0.98578366,2.07014569
1019,0.99047580,2.07999918
1020,0.99423483,2.08789313
1021,0.99705720,2.09382012
1022,0.99894026,2.09777454
1023,0.99988223,2.09975269
1024,0.99988223,2.09975269
1025,0.99894026,2.09777454
1026,0.99705720,2.09382012
1027,0.99423483,2.08789313
1028,0.99047580,2.07999918
1029,0.98578366,2.07014569
1030,0.98016283,2.05834195
1031,0.97361861,2.04459907
1032,0.96615715,2.02893001
1033,0.95778549,2.01134953
1034,0.94851152,1.99187418
1035,0.93834396,1.97052232
1036,0.92729241,1.94731406
1037,0.91536727,1.92227127
1038,0.90257978,1.89541753
1039,0.88894198,1.86677815
1040,0.87446672,1.83638011
1041,0.85916764,1.80425204
1042,0.84305915,1.77042422
1043,0.82615643,1.73492850
1044,0.80847540,1.69779833
1045,0.79003271,1.65906870
1046,0.77084575,1.61877608
1047,0.75093259,1.57695843
1048,0.73031198,1.53365516
1049,0.70900336,1.48890706
1050,0.68702680,1.44275628
1051,0.66440300,1.39524629
1052,0.64115327,1.34642187
1053,0.61729953,1.29632901
1054,0.59286424,1.24501490
1055,0.56787041,1.19252787
1056,0.54234161,1.13891738
1057,0.51630188,1.08423394
1058,0.48977574,1.02852905
1059,0.46278819,0.97185521
1060,0.43536466,0.91426579
1061,0.40753098,0.85581506
1062,0.37931337,0.79655808
1063,0.35073842,0.73655067
1064,0.32183303,0.67584937
1065,0.29262446,0.61451137
1066,0.26314021,0.55259444
1067,0.23340806,0.49015692
1068,0.20345601,0.42725763
1069,0.17331230,0.36395583
1070,0.14300531,0.30031115
1071,0.11256359,0.23638355
1072,0.08201584,0.17223326
1073,0.05139081,0.10792071
1074,0.02071737,0.04350649
1075,-0.00997558,-0.02094872
1076,-0.04065914,-0.08538419
1077,-0.07130439,-0.14973922
1078,-0.10188247,-0.21395319
1079,-0.13236457,-0.27796559
1080,-0.16272197,-0.34171613
1081,-0.19292607,-0.40514474
1082,-0.22294841,-0.46819167
1083,-0.25276072,-0.53079752
1084,-0.28233491,-0.59290332
1085,-0.31164312,-0.65445055
1086,-0.34065773,-0.71538123
1087,-0.36935141,-0.77563797
1088,-0.39769714,-0.83516399
1089,-0.42566820,-0.89390321
1090,-0.45323824,-0.95180030
1091,-0.48038129,-1.00880071
1092,-0.50707179,-1.06485075
1093,-0.53328458,-1.11989761
1094,-0.55899497,-1.17388943
1095,-0.58417874,-1.22677535
1096,-0.60881216,-1.27850554
1097,-0.63287203,-1.32903127
1098,-0.65633568,-1.37830494
1099,-0.67918101,-1.42628013
1100,-0.70138649,-1.47291164
1101,-0.72293121,-1.51815555
1102,-0.74379487,-1.56196922
1103,-0.76395780,-1.60431139
1104,-0.78340103,-1.64514216
1105,-0.80210622,-1.68442306
1106,-0.82005576,-1.72211710
1107,-0.83723274,-1.75818876
1108,-0.85362098,-1.79260405
1109,-0.86920503,-1.82533056
1110,-0.88397022,-1.85633746
1111,-0.89790263,-1.88559552
1112,-0.91098914,-1.91307720
1113,-0.92321743,-1.93875659
1114,-0.93457596,-1.96260952
1115,-0.94505404,-1.98461349
1116,-0.95464181,-2.00474780
1117,-0.96333022,-2.02299346
1118,-0.97111109,-2.03933329
1119,-0.97797709,-2.05375189
1120,-0.98392176,-2.06623569
1121,-0.98893949,-2.07677292
1122,-0.99302555,-2.08535365
1123,-0.99617610,-2.09196980
1124,-0.99838816,-2.09661514
1125,-0.99965966,-2.09928530
1126,-0.99998940,-2.09997774
1127,-0.99937706,-2.09869183
1128,-0.99782323,-2.09542877
1129,-0.99532936,-2.09019165
1130,-0.99189780,-2.08298538
1131,-0.98753179,-2.07381677
1132,-0.98223545,-2.06269444
1133,-0.97601375,-2.04962888
1134,-0.96887257,-2.03463240
1135,-0.96081863,-2.01771912
1136,-0.95185952,-1.99890498
1137,-0.94200367,-1.97820771
1138,-0.93126038,-1.95564679
1139,-0.91963976,-1.93124349
1140,-0.90715276,-1.90502079
1141,-0.89381114,-1.87700340
1142,-0.87962748,-1.84721772
1143,-0.86461514,-1.81569180
1144,-0.84878826,-1.78245534
1145,-0.83216174,-1.74753966
1146,-0.81475126,-1.71097765
1147,-0.79657322,-1.67280376
1148,-0.77764473,-1.63305394
1149,-0.75798364,-1.59176565
1150,-0.73760846,-1.54897777
1151,-0.71653840,-1.50473063
1152,-0.69479329,-1.45906591
1153,-0.67239363,-1.41202662
1154,-0.64936052,-1.36365709
1155,-0.62571565,-1.31400287
1156,-0.60148131,-1.26311075
1157,-0.57668032,-1.21102868
1158,-0.55133605,-1.15780571
1159,-0.52547238,-1.10349199
1160,-0.49911366,-1.04813869
1161,-0.47228474,-0.99179795
1162,-0.44501088,-0.93452286
1163,-0.41731779,-0.87636736
1164,-0.38923155,-0.81738626
1165,-0.36077862,-0.75763510
1166,-0.33198581,-0.69717019
1167,-0.30288023,-0.63604849
1168,-0.27348932,-0.57432758
1169,-0.24384076,-0.51206560
1170,-0.21396248,-0.44932121
1171,-0.18388263,-0.38615352
1172,-0.15362954,-0.32262204
1173,-0.12323173,-0.25878663
1174,-0.09271782,-0.19470741
1175,-0.06211656,-0.13044477
1176,-0.03145678,-0.06605923
1177,-0.00076737,-0.00161147
1178,0.02992277,0.06283782
1179,0.06058472,0.12722791
1180,0.09118959,0.19149813
1181,0.12170855,0.25558796
1182,0.15211285,0.31943699
1183,0.18237385,0.38298509
1184,0.21246304,0.44617238
1185,0.24235207,0.50893934
1186,0.27201278,0.57122684
1187,0.30141724,0.63297619
1188,0.33053773,0.69412923
1189,0.35934683,0.75462834
1190,0.38781739,0.81441652
1191,0.41592260,0.87343746
1192,0.44363597,0.93163554
1193,0.47093140,0.98895594
1194,0.49778317,1.04534467
1195,0.52416599,1.10074859
1196,0.55005500,1.15511551
1197,0.57542582,1.20839421
1198,0.60025453,1.26053451
1199,0.62451775,1.31148727
1200,0.64819262,1.36120450
1201,0.67125684,1.40963937
1202,0.69368868,1.45674623
1203,0.71546701,1.50248071
1204,0.73657130,1.54679973
1205,0.75698168,1.58966154
1206,0.77667893,1.63102575
1207,0.79564447,1.67085339
1208,0.81386045,1.70910695
1209,0.83130971,1.74575038
1210,0.84797580,1.78074917
1211,0.86384302,1.81407035
1212,0.87889643,1.84568251
1213,0.89312185,1.87555589
1214,0.90650587,1.90366233
1215,0.91903589,1.92997536
1216,0.93070009,1.95447020
1217,0.94148750,1.97712375
1218,0.95138795,1.99791469
1219,0.96039211,2.01682342
1220,0.96849149,2.03383214
1221,0.97567848,2.04892481
1222,0.98194630,2.06208722
1223,0.98728903,2.07330697
1224,0.99170166,2.08257349
1225,0.99518002,2.08987805
1226,0.99772084,2.09521377
1227,0.99932172,2.09857562
1228,0.99998116,2.09996043
1229,0.99969852,2.09936690
1230,0.99847409,2.09679559
1231,0.99630901,2.09224892
1232,0.99320532,2.08573118
1233,0.98916595,2.07724850
1234,0.98419470,2.06680887
1235,0.97829626,2.05442214
1236,0.97147618,2.04009997
1237,0.96374088,2.02385585
1238,0.95509766,2.00570509
1239,0.94555466,1.98566478
1240,0.93512086,1.96375381
1241,0.92380610,1.93999281
1242,0.91162104,1.91440418
1243,0.89857715,1.88701202
1244,0.88468673,1.85784213
1245,0.86996286,1.82692200
1246,0.85441940,1.79428075
1247,0.83807102,1.75994914
1248,0.82093310,1.72395950
1249,0.80302179,1.68634575
1250,0.78435396,1.64714332
1251,0.76494721,1.60638915
1252,0.74481982,1.56412161
1253,0.72399074,1.52038055
1254,0.70247960,1.47520715
1255,0.68030666,1.42864398
1256,0.65749282,1.38073492
1257,0.63405956,1.33152508
1258,0.61002897,1.28106083
1259,0.58542367,1.22938971
1260,0.56026686,1.17656041
1261,0.53458223,1.12262268
1262,0.50839398,1.06762735
1263,0.48172678,1.01162623
1264,0.45460575,0.95467207
1265,0.42705644,0.89681852
1266,0.39910481,0.83812010
1267,0.37077719,0.77863209
1268,0.34210026,0.71841055
1269,0.31310105,0.65751221
1270,0.28380687,0.59599443
1271,0.25424532,0.53391518
1272,0.22444425,0.47133293
1273,0.19443174,0.40830664
1274,0.16423605,0.34489570
1275,0.13388564,0.28115984
1276,0.10340909,0.21715910
1277,0.07283513,0.15295377
1278,0.04219255,0.08860436
1279,0.01151022,0.02417147
1280,-0.01918295,-0.04028420
1281,-0.04985805,-0.10470191
1282,-0.08048618,-0.16902098
1283,-0.11103849,-0.23318082
1284,-0.14148618,-0.29712099
1285,-0.17180059,-0.36078124
1286,-0.20195314,-0.42410160
1287,-0.23191544,-0.48702243
1288,-0.26165926,-0.54948444
1289,-0.29115656,-0.61142879
1290,-0.32037958,-0.67279712
1291,-0.34930077,-0.73353162
1292,-0.37789289,-0.79357507
1293,-0.40612900,-0.85287090
1294,-0.43398250,-0.91136326
1295,-0.46142716,-0.96899704
1296,-0.48843711,-1.02571793
1297,-0.51498691,-1.08147252
1298,-0.54105156,-1.13620827
1299,-0.56660648,-1.18987361
1300,-0.59162762,-1.24241799
1301,-0.61609139,-1.29379191
1302,-0.63997475,-1.34394697
1303,-0.66325520,-1.39283591
1304,-0.68591080,-1.44041269
1305,-0.70792023,-1.48663247
1306,-0.72926273,-1.53145173
1307,-0.74991820,-1.57482822
1308,-0.76986719,-1.61672109
1309,-0.78909089,-1.65709088
1310,-0.80757121,-1.69589954
1311,-0.82529073,-1.73311052
1312,-0.84223275,-1.76868877
1313,-0.85838132,-1.80260076
1314,-0.87372121,-1.83481455
1315,-0.88823799,-1.86529979
1316,-0.90191798,-1.89402776
1317,-0.91474828,-1.92097139
1318,-0.92671681,-1.94610531
1319,-0.93781230,-1.96940583
1320,-0.94802428,-1.99085100
1321,-0.95734315,-2.01042062
1322,-0.96576012,-2.02809626
1323,-0.97326726,-2.04386125
1324,-0.97985750,-2.05770076
1325,-0.98552464,-2.06960174
1326,-0.99026332,-2.07955298
1327,-0.99406909,-2.08754510
1328,-0.99693837,-2.09357058
1329,-0.99886845,-2.09762374
1330,-0.99985750,-2.09970075
1331,-0.99990461,-2.09979968
1332,-0.99900972,-2.09792041
1333,-0.99717368,-2.09406473
1334,-0.99439822,-2.08823625
1335,-0.99068595,-2.08044049
1336,-0.98604037,-2.07068477
1337,-0.98046585,-2.05897829
1338,-0.97396766,-2.04533208
1339,-0.96655190,-2.02975899
1340,-0.95822557,-2.01227370
1341,-0.94899651,-1.99289268
1342,-0.93887342,-1.97163418
1343,-0.92786583,-1.94851824
1344,-0.91598411,-1.92356662
1345,-0.90323945,-1.89680285
1346,-0.88964387,-1.86825212
1347,-0.87521016,-1.83794135
1348,-0.85995194,-1.80589907
1349,-0.84388357,-1.77215549
1350,-0.82702018,-1.73674239
1351,-0.80937768,-1.69969313
1352,-0.79097267,-1.66104261
1353,-0.77182250,-1.62082725
1354,-0.75194521,-1.57908493
1355,-0.73135952,-1.53585498
1356,-0.71008482,-1.49117813
1357,-0.68814117,-1.44509646
1358,-0.66554923,-1.39765339
1359,-0.64233029,-1.34889361
1360,-0.61850622,-1.29886306
1361,-0.59409946,-1.24760886
1362,-0.56913301,-1.19517932
1363,-0.54363039,-1.14162381
1364,-0.51761562,-1.08699280
1365,-0.49111321,-1.03133775
1366,-0.46414814,-0.97471109
1367,-0.43674580,-0.91716617
1368,-0.40893200,-0.85875721
1369,-0.38073296,-0.79953922
1370,-0.35217524,-0.73956800
1371,-0.32328573,-0.67890004
1372,-0.29409167,-0.61759250
1373,-0.26462054,-0.55570313
1374,-0.23490012,-0.49329025
1375,-0.20495840,-0.43041265
1376,-0.17482360,-0.36712956
1377,-0.14452409,-0.30350060
1378,-0.11408844,-0.23958572
1379,-0.08354530,-0.17544513
1380,-0.05292345,-0.11113925
1381,-0.02225175,-0.04672868
1382,0.00844092,0.01772592
1383,0.03912563,0.08216382
1384,0.06977348,0.14652432
1385,0.10035561,0.21074677
1386,0.13084319,0.27477069
1387,0.16120750,0.33853575
1388,0.19141994,0.40198188
1389,0.22145205,0.46504930
1390,0.25127553,0.52767862
1391,0.28086229,0.58981081
1392,0.31018445,0.65138735
1393,0.33921440,0.71235023
1394,0.36792477,0.77264202
1395,0.39628853,0.83220591
1396,0.42427895,0.89098579
1397,0.45186966,0.94892629
1398,0.47903468,1.00597282
1399,0.50574840,1.06207164
1400,0.53198567,1.11716990
1401,0.55772175,1.17121569
1402,0.58293242,1.22415809
1403,0.60759392,1.27594723
1404,0.63168301,1.32653433
1405,0.65517701,1.37587171
1406,0.67805377,1.42391291
1407,0.70029174,1.47061266
1408,0.72186999,1.51592697
1409,0.74276817,1.55981315
1410,0.76296659,1.60222985
1411,0.78244624,1.64313711
1412,0.80118876,1.68249640
1413,0.81917650,1.72027064
1414,0.83639249,1.75642424
1415,0.85282054,1.79092313
1416,0.86844516,1.82373483
1417,0.88325162,1.85482841
1418,0.89722599,1.88417459
1419,0.91035510,1.91174571
1420,0.92262658,1.93751581
1421,0.93402886,1.96146060
1422,0.94455121,1.98355753
1423,0.95418371,2.00378579
1424,0.96291729,2.02212630
1425,0.97074372,2.03856181
1426,0.97765562,2.05307681
1427,0.98364650,2.06565764
1428,0.98871069,2.07629245
1429,0.99284344,2.08497121
1430,0.99604084,2.09168576
1431,0.99829989,2.09642976
1432,0.99961845,2.09919875
1433,0.99999529,2.09999011
1434,0.99943005,2.09880310
1435,0.99792326,2.09563884
1436,0.99547634,2.09050032
1437,0.99209160,2.08339236
1438,0.98777223,2.07432168
1439,0.98252229,2.06329681
1440,0.97634673,2.05032813
1441,0.96925137,2.03542788
1442,0.96124289,2.01861007
1443,0.95232884,1.99989057
1444,0.94251762,1.97928700
1445,0.93181846,1.95681878
1446,0.92024146,1.93250706
1447,0.90779751,1.90637476
1448,0.89449833,1.87844649
1449,0.88035646,1.84874857
1450,0.86538522,1.81730897
1451,0.84959872,1.78415731
1452,0.83301182,1.74932483
1453,0.81564016,1.71284433
1454,0.79750009,1.67475019
1455,0.77860871,1.63507829
1456,0.75898381,1.59386600
1457,0.73864389,1.55115217
1458,0.71760810,1.50697701
1459,0.69589626,1.46138216
1460,0.67352884,1.41441055
1461,0.65052689,1.36610646
1462,0.62691208,1.31651538
1463,0.60270668,1.26568402
1464,0.57793347,1.21366029
1465,0.55261580,1.16049318
1466,0.52677752,1.10623280
1467,0.50044297,1.05093024
1468,0.47363696,0.99463763
1469,0.44638475,0.93740797
1470,0.41871200,0.87929521
1471,0.39064479,0.82035407
1472,0.36220956,0.76064008
1473,0.33343310,0.70020951
1474,0.30434252,0.63911929
1475,0.27496522,0.57742696
1476,0.24532888,0.51519064
1477,0.21546142,0.45246897
1478,0.18539097,0.38932104
1479,0.15514587,0.32580633
1480,0.12475461,0.26198469
1481,0.09424583,0.19791623
1482,0.06364825,0.13366132
1483,0.03299071,0.06928049
1484,0.00230209,0.00483440
1485,-0.02838869,-0.05961626
1486,-0.05905274,-0.12401075
1487,-0.08966115,-0.18828841
1488,-0.12018509,-0.25238868
1489,-0.15059580,-0.31625119
1490,-0.18086465,-0.37981576
1491,-0.21096310,-0.44302251
1492,-0.24086281,-0.50581189
1493,-0.27053560,-0.56812476
1494,-0.29995353,-0.62990241
1495,-0.32908887,-0.69108663
1496,-0.35791419,-0.75161980
1497,-0.38640232,-0.81144487
1498,-0.41452643,-0.87050549
1499,-0.44226001,-0.92874603
1500,-0.46957696,-0.98611161
1501,-0.49645152,-1.04254818
1502,-0.52285838,-1.09800259
1503,-0.54877266,-1.15242258
1504,-0.57416995,-1.20575690
1505,-0.59902633,-1.25795529
1506,-0.62331837,-1.30896858
1507,-0.64702320,-1.35874871
1508,-0.67011847,-1.40724879
1509,-0.69258244,-1.45442312
1510,-0.71439393,-1.50022725
1511,-0.73553240,-1.54461805
1512,-0.75597795,-1.58755369
1513,-0.77571129,-1.62899371
1514,-0.79471385,-1.66889909
1515,-0.81296772,-1.70723222
1516,-0.83045571,-1.74395699
1517,-0.84716134,-1.77903881
1518,-0.86306887,-1.81244462
1519,-0.87816331,-1.84414296
1520,-0.89243046,-1.87410396
1521,-0.90585685,-1.90229939
1522,-0.91842986,-1.92870270
1523,-0.93013762,-1.95328900
1524,-0.94096912,-1.97603514
1525,-0.95091414,-1.99691969
1526,-0.95996332,-2.01592297
1527,-0.96810813,-2.03302708
1528,-0.97534091,-2.04821591
1529,-0.98165483,-2.06147514
1530,-0.98704395,-2.07279229
1531,-0.99150319,-2.08215670
1532,-0.99502835,-2.08955953
1533,-0.99761611,-2.09499383
1534,-0.99926403,-2.09845446
1535,-0.99997056,-2.09993817
1536,-0.99973503,-2.09944356
1537,-0.99855767,-2.09697110
1538,-0.99643958,-2.09252311
1539,-0.99338276,-2.08610379
1540,-0.98939009,-2.07771918
1541,-0.98446533,-2.06737719
1542,-0.97861312,-2.05508755
1543,-0.97183897,-2.04086184
1544,-0.96414927,-2.02471347
1545,-0.95555126,-2.00665765
1546,-0.94605304,-1.98671139
1547,-0.93566356,-1.96489347
1548,-0.92439260,-1.94122446
1549,-0.91225079,-1.91572665
1550,-0.89924956,-1.88842407
1551,-0.88540116,-1.85934243
1552,-0.87071863,-1.82850913
1553,-0.85521582,-1.79595322
1554,-0.83890732,-1.76170537
1555,-0.82180850,-1.72579785
1556,-0.80393546,-1.68826447
1557,-0.78530505,-1.64914061
1558,-0.76593482,-1.60846312
1559,-0.74584301,-1.56627032
1560,-0.72504855,-1.52260196
1561,-0.70357104,-1.47749919
1562,-0.68143070,-1.43100448
1563,-0.65864840,-1.38316164
1564,-0.63524560,-1.33401575
1565,-0.61124434,-1.28361310
1566,-0.58666723,-1.23200119
1567,-0.56153744,-1.17922862
1568,-0.53587863,-1.12534512
1569,-0.50971497,-1.07040144
1570,-0.48307113,-1.01444936
1571,-0.45597218,-0.95754158
1572,-0.42844368,-0.89973172
1573,-0.40051154,-0.84107423
1574,-0.37220209,-0.78162438
1575,-0.34354199,-0.72143818
1576,-0.31455825,-0.66057232
1577,-0.28527816,-0.59908414
1578,-0.25572932,-0.53703157
1579,-0.22593956,-0.47447308
1580,-0.19593695,-0.41146759
1581,-0.16574974,-0.34807446
1582,-0.13540639,-0.28435342
1583,-0.10493547,-0.22036450
1584,-0.07436570,-0.15616797
1585,-0.04372586,-0.09182431
1586,-0.01304484,-0.02739416
1587,0.01764848,0.03706181
1588,0.04832517,0.10148286
1589,0.07895634,0.16580830
1590,0.10951312,0.22997754
1591,0.13996673,0.29393013
1592,0.17028848,0.35760580
1593,0.20044980,0.42094458
1594,0.23042228,0.48388679
1595,0.26017769,0.54637314
1596,0.28968798,0.60834477
1597,0.31892537,0.66974328
1598,0.34786230,0.73051083
1599,0.37647151,0.79059018
1600,0.40472606,0.84992473
1601,0.43259932,0.90845858
1602,0.46006504,0.96613658
1603,0.48709733,1.02290440
1604,0.51367074,1.07870856
1605,0.53976023,1.13349648
1606,0.56534122,1.18721655
1607,0.59038960,1.23981817
1608,0.61488179,1.29125177
1609,0.63879471,1.34146890
1610,0.66210583,1.39042225
1611,0.68479320,1.43806571
1612,0.70683542,1.48435439
1613,0.72821175,1.52924468
1614,0.74890205,1.57269430
1615,0.76888681,1.61466230
1616,0.78814722,1.65510915
1617,0.80666512,1.69399675
1618,0.82442308,1.73128847
1619,0.84140436,1.76694916
1620,0.85759297,1.80094524
1621,0.87297365,1.83324467
1622,0.88753192,1.86381703
1623,0.90125406,1.89263352
1624,0.91412714,1.91966699
1625,0.92613903,1.94489196
1626,0.93727842,1.96828469
1627,0.94753482,1.98982312
1628,0.95689856,2.00948697
1629,0.96536082,2.02725772
1630,0.97291363,2.04311862
1631,0.97954987,2.05705472
1632,0.98526329,2.06905291
1633,0.99004851,2.07910187
1634,0.99390102,2.08719215
1635,0.99681719,2.09331611
1636,0.99879428,2.09746799
1637,0.99983042,2.09964387
1638,0.99992463,2.09984172
1639,0.99907683,2.09806134
1640,0.99728781,2.09430440
1641,0.99455926,2.08857445
1642,0.99089376,2.08087689
1643,0.98629475,2.07121897
1644,0.98076656,2.05960978
1645,0.97431441,2.04606027
1646,0.96694438,2.03058319
1647,0.95866340,2.01319313
1648,0.94947928,1.99390648
1649,0.93940066,1.97274139
1650,0.92843706,1.94971782
1651,0.91659878,1.92485745
1652,0.90389700,1.89818369
1653,0.89034366,1.86972169
1654,0.87595155,1.83949825
1655,0.86073421,1.80754185
1656,0.84470600,1.77388259
1657,0.82788199,1.73855218
1658,0.81027805,1.70158391
1659,0.79191077,1.66301261
1660,0.77279743,1.62287460
1661,0.75295605,1.58120771
1662,0.73240533,1.53805119
1663,0.71116462,1.49344569
1664,0.68925393,1.44743324
1665,0.66669390,1.40005719
1666,0.64350579,1.35136216
1667,0.61971145,1.30139404
1668,0.59533328,1.25019989
1669,0.57039426,1.19782795
1670,0.54491788,1.14432756
1671,0.51892815,1.08974911
1672,0.49244953,1.03414402
1673,0.46550699,0.97756468
1674,0.43812590,0.92006440
1675,0.41033206,0.86169733
1676,0.38215165,0.80251847
1677,0.35361123,0.74258358
1678,0.32473767,0.68194910
1679,0.29555818,0.62067218
1680,0.26610025,0.55881052
1681,0.23639163,0.49642242
1682,0.20646031,0.43356665
1683,0.17633449,0.37030242
1684,0.14604254,0.30668934
1685,0.11561301,0.24278732
1686,0.08507456,0.17865659
1687,0.05445597,0.11435754
1688,0.02378607,0.04995076
1689,-0.00690623,-0.01450308
1690,-0.03759203,-0.07894326
1691,-0.06824241,-0.14330907
1692,-0.09882851,-0.20753986
1693,-0.12932150,-0.27157514
1694,-0.15969265,-0.33535457
1695,-0.18991337,-0.39881807
1696,-0.21995516,-0.46190585
1697,-0.24978975,-0.52455847
1698,-0.27938901,-0.58671691
1699,-0.30872506,-0.64832262
1700,-0.33777026,-0.70931755
1701,-0.36649726,-0.76964425
1702,-0.39487899,-0.82924587
1703,-0.42288870,-0.88806628
1704,-0.45050002,-0.94605005
1705,-0.47768693,-1.00314256
1706,-0.50442382,-1.05929003
1707,-0.53068550,-1.11443955
1708,-0.55644723,-1.16853918
1709,-0.58168474,-1.22153795
1710,-0.60637425,-1.27338592
1711,-0.63049250,-1.32403426
1712,-0.65401678,-1.37343524
1713,-0.67692492,-1.42154234
1714,-0.69919534,-1.46831022
1715,-0.72080706,-1.51369482
1716,-0.74173971,-1.55765340
1717,-0.76197359,-1.60014454
1718,-0.78148962,-1.64112820
1719,-0.80026942,-1.68056578
1720,-0.81829530,-1.71842013
1721,-0.83555028,-1.75465558
1722,-0.85201809,-1.78923800
1723,-0.86768324,-1.82213480
1724,-0.88253095,-1.85331499
1725,-0.89654724,-1.88274921
1726,-0.90971891,-1.91040972
1727,-0.92203355,-1.93627046
1728,-0.93347956,-1.96030707
1729,-0.94404614,-1.98249690
1730,-0.95372336,-2.00281906
1731,-0.96250209,-2.02125439
1732,-0.97037406,-2.03778552
1733,-0.97733185,-2.05239689
1734,-0.98336892,-2.06507473
1735,-0.98847957,-2.07580709
1736,-0.99265898,-2.08458387
1737,-0.99590323,-2.09139679
1738,-0.99820926,-2.09623944
1739,-0.99957488,-2.09910725
1740,-0.99999882,-2.09999753
1741,-0.99948068,-2.09890943
1742,-0.99802094,-2.09584398
1743,-0.99562098,-2.09080407
1744,-0.99228307,-2.08379444
1745,-0.98801033,-2.07482170
1746,-0.98280681,-2.06389431
1747,-0.97667740,-2.05102255
1748,-0.96962788,-2.03621855
1749,-0.96166489,-2.01949627
1750,-0.95279593,-2.00087145
1751,-0.94302935,-1.98036163
1752,-0.93237436,-1.95798615
1753,-0.92084099,-1.93376608
1754,-0.90844012,-1.90772424
1755,-0.89518341,-1.87988516
1756,-0.88108337,-1.85027507
1757,-0.86615327,-1.81892187
1758,-0.85040718,-1.78585508
1759,-0.83385994,-1.75110587
1760,-0.81652713,-1.71470697
1761,-0.79842508,-1.67669267
1762,-0.77957085,-1.63709878
1763,-0.75998219,-1.59596261
1764,-0.73967757,-1.55332290
1765,-0.71867611,-1.50921984
1766,-0.69699760,-1.46369496
1767,-0.67466245,-1.41679115
1768,-0.65169172,-1.36855261
1769,-0.62810704,-1.31902478
1770,-0.60393062,-1.26825431
1771,-0.57918526,-1.21628904
1772,-0.55389425,-1.16317793
1773,-0.52808143,-1.10897100
1774,-0.50177111,-1.05371932
1775,-0.47498807,-0.99747496
1776,-0.44775756,-0.94029088
1777,-0.42010523,-0.88222098
1778,-0.39205712,-0.82331994
1779,-0.36363965,-0.76364327
1780,-0.33487961,-0.70324719
1781,-0.30580409,-0.64218858
1782,-0.27644047,-0.58052498
1783,-0.24681642,-0.51831447
1784,-0.21695984,-0.45561567
1785,-0.18689888,-0.39248764
1786,-0.15666184,-0.32898986
1787,-0.12627721,-0.26518213
1788,-0.09577361,-0.20112459
1789,-0.06517979,-0.13687756
1790,-0.03452457,-0.07250159
1791,-0.00383682,-0.00805731
1792,0.02685455,0.05639455
1793,0.05752061,0.12079329
1794,0.08813249,0.18507823
1795,0.11866134,0.24918881
1796,0.14907840,0.31306464
1797,0.17935501,0.37664553
1798,0.20946266,0.43987159
1799,0.23937298,0.50268325
1800,0.26905778,0.56502134
