X,CH1
1567,-0.56153744
1568,-0.53587863
1569,-0.50971497
1570,-0.48307113
1571,-0.45597218
1572,-0.42844368
1573,-0.40051154
1574,-0.37220209
1575,-0.34354199
1576,-0.31455825
1577,-0.28527816
1578,-0.25572932
1579,-0.22593956
1580,-0.19593695
1581,-0.16574974
1582,-0.13540639
1583,-0.10493547
1584,-0.07436570
1585,-0.04372586
1586,-0.01304484
1587,0.01764848
1588,0.04832517
1589,0.07895634
1590,0.10951312
1591,0.13996673
1592,0.17028848
1593,0.20044980
1594,0.23042228
1595,0.26017769
1596,0.28968798
1597,0.31892537
1598,0.34786230
1599,0.37647151
1600,0.40472606
1601,0.43259932
1602,0.46006504
1603,0.48709733
1604,0.51367074
1605,0.53976023
1606,0.56534122
1607,0.59038960
1608,0.61488179
1609,0.63879471
1610,0.66210583
1611,0.68479320
1612,0.70683542
1613,0.72821175
1614,0.74890205
1615,0.76888681
1616,0.78814722
1617,0.80666512
1618,0.82442308
1619,0.84140436
1620,0.85759297
1621,0.87297365
1622,0.88753192
1623,0.90125406
1624,0.91412714
1625,0.92613903
1626,0.93727842
1627,0.94753482
1628,0.95689856
1629,0.96536082
1630,0.97291363
1631,0.97954987
1632,0.98526329
1633,0.99004851
1634,0.99390102
1635,0.99681719
1636,0.99879428
1637,0.99983042
1638,0.99992463
1639,0.99907683
1640,0.99728781
1641,0.99455926
1642,0.99089376
1643,0.98629475
1644,0.98076656
1645,0.97431441
1646,0.96694438
1647,0.95866340
1648,0.94947928
1649,0.93940066
1650,0.92843706
1651,0.91659878
1652,0.90389700
1653,0.89034366
1654,0.87595155
1655,0.86073421
1656,0.84470600
1657,0.82788199
1658,0.81027805
1659,0.79191077
1660,0.77279743
1661,0.75295605
1662,0.73240533
1663,0.71116462
1664,0.68925393
1665,0.66669390
1666,0.64350579
1667,0.61971145
1668,0.59533328
1669,0.57039426
1670,0.54491788
1671,0.51892815
1672,0.49244953
1673,0.46550699
1674,0.43812590
1675,0.41033206
1676,0.38215165
1677,0.35361123
1678,0.32473767
1679,0.29555818
1680,0.26610025
1681,0.23639163
1682,0.20646031
1683,0.17633449
1684,0.14604254
1685,0.11561301
1686,0.08507456
1687,0.05445597
1688,0.02378607
1689,-0.00690623
1690,-0.03759203
1691,-0.06824241
1692,-0.09882851
1693,-0.12932150
1694,-0.15969265
1695,-0.18991337
1696,-0.21995516
1697,-0.24978975
1698,-0.27938901
1699,-0.30872506
1700,-0.33777026
1701,-0.36649726
1702,-0.39487899
1703,-0.42288870
1704,-0.45050002
1705,-0.47768693
1706,-0.50442382
1707,-0.53068550
1708,-0.55644723
1709,-0.58168474
1710,-0.60637425
1711,-0.63049250
1712,-0.65401678
1713,-0.67692492
1714,-0.69919534
1715,-0.72080706
1716,-0.74173971
1717,-0.76197359
1718,-0.78148962
1719,-0.80026942
1720,-0.81829530
1721,-0.83555028
1722,-0.85201809
1723,-0.86768324
1724,-0.88253095
1725,-0.89654724
1726,-0.90971891
1727,-0.92203355
1728,-0.93347956
1729,-0.94404614
1730,-0.95372336
1731,-0.96250209
1732,-0.97037406
1733,-0.97733185
1734,-0.98336892
1735,-0.98847957
1736,-0.99265898
1737,-0.99590323
1738,-0.99820926
1739,-0.99957488
1740,-0.99999882
1741,-0.99948068
1742,-0.99802094
1743,-0.99562098
1744,-0.99228307
1745,-0.98801033
1746,-0.98280681
1747,-0.97667740
1748,-0.96962788
1749,-0.96166489
1750,-0.95279593
1751,-0.94302935
1752,-0.93237436
1753,-0.92084099
1754,-0.90844012
1755,-0.89518341
1756,-0.88108337
1757,-0.86615327
1758,-0.85040718
1759,-0.83385994
1760,-0.81652713
1761,-0.79842508
1762,-0.77957085
1763,-0.75998219
1764,-0.73967757
1765,-0.71867611
1766,-0.69699760
1767,-0.67466245
1768,-0.65169172
1769,-0.62810704
1770,-0.60393062
1771,-0.57918526
1772,-0.55389425
1773,-0.52808143
1774,-0.50177111
1775,-0.47498807
1776,-0.44775756
1777,-0.42010523
1778,-0.39205712
1779,-0.36363965
1780,-0.33487961
1781,-0.30580409
1782,-0.27644047
1783,-0.24681642
1784,-0.21695984
1785,-0.18689888
1786,-0.15666184
1787,-0.12627721
1788,-0.09577361
1789,-0.06517979
1790,-0.03452457
1791,-0.00383682
1792,0.02685455
1793,0.05752061
1794,0.08813249
1795,0.11866134
1796,0.14907840
1797,0.17935501
1798,0.20946266
1799,0.23937298
1800,0.26905778
1801,0.29848911
1802,0.32763924
1803,0.35648071
1804,0.38498634
1805,0.41312928
1806,0.44088301
1807,0.46822140
1808,0.49511869
1809,0.52154953
1810,0.54748902
1811,0.57291274
1812,0.59779672
1813,0.62211753
1814,0.64585225
1815,0.66897852
1816,0.69147456
1817,0.71331917
1818,0.73449178
1819,0.75497243
1820,0.77474183
1821,0.79378136
1822,0.81207308
1823,0.82959976
1824,0.84634488
1825,0.86229268
1826,0.87742812
1827,0.89173696
1828,0.90520570
1829,0.91782166
1830,0.92957295
1831,0.94044851
1832,0.95043809
1833,0.95953227
1834,0.96772249
1835,0.97500104
1836,0.98136105
1837,0.98679654
1838,0.99130238
1839,0.99487433
1840,0.99750903
1841,0.99920398
1842,0.99995760
1843,0.99976918
1844,0.99863889
1845,0.99656780
1846,0.99355785
1847,0.98961189
1848,0.98473363
1849,0.97892767
1850,0.97219948
1851,0.96455539
1852,0.95600261
1853,0.94654920
1854,0.93620405
1855,0.92497692
1856,0.91287839
1857,0.89991984
1858,0.88611350
1859,0.87147236
1860,0.85601022
1861,0.83974165
1862,0.82268196
1863,0.80484725
1864,0.78625429
1865,0.76692062
1866,0.74686445
1867,0.72610467
1868,0.70466083
1869,0.68255314
1870,0.65980243
1871,0.63643014
1872,0.61245827
1873,0.58790941
1874,0.56280669
1875,0.53717376
1876,0.51103477
1877,0.48441434
1878,0.45733755
1879,0.42982991
1880,0.40191733
1881,0.37362611
1882,0.34498291
1883,0.31601470
1884,0.28674878
1885,0.25721272
1886,0.22743434
1887,0.19744170
1888,0.16726305
1889,0.13692683
1890,0.10646161
1891,0.07589609
1892,0.04525907
1893,0.01457942
1894,-0.01611397
1895,-0.04679218
1896,-0.07742630
1897,-0.10798749
1898,-0.13844694
1899,-0.16877596
1900,-0.19894598
1901,-0.22892858
1902,-0.25869551
1903,-0.28821872
1904,-0.31747041
1905,-0.34642301
1906,-0.37504925
1907,-0.40332217
1908,-0.43121512
1909,-0.45870183
1910,-0.48575641
1911,-0.51235336
1912,-0.53846763
1913,-0.56407462
1914,-0.58915020
1915,-0.61367075
1916,-0.63761318
1917,-0.66095491
1918,-0.68367397
1919,-0.70574896
1920,-0.72715907
1921,-0.74788413
1922,-0.76790462
1923,-0.78720168
1924,-0.80575713
1925,-0.82355349
1926,-0.84057399
1927,-0.85680260
1928,-0.87222403
1929,-0.88682375
1930,-0.90058801
1931,-0.91350384
1932,-0.92555907
1933,-0.93674234
1934,-0.94704312
1935,-0.95645171
1936,-0.96495924
1937,-0.97255770
1938,-0.97923992
1939,-0.98499962
1940,-0.98983137
1941,-0.99373061
1942,-0.99669367
1943,-0.99871776
1944,-0.99980098
1945,-0.99994229
1946,-0.99914158
1947,-0.99739959
1948,-0.99471797
1949,-0.99109924
1950,-0.98654681
1951,-0.98106496
1952,-0.97465887
1953,-0.96733457
1954,-0.95909896
1955,-0.94995980
1956,-0.93992569
1957,-0.92900610
1958,-0.91721130
1959,-0.90455241
1960,-0.89104136
1961,-0.87669087
1962,-0.86151446
1963,-0.84552644
1964,-0.82874185
1965,-0.81117652
1966,-0.79284700
1967,-0.77377054
1968,-0.75396513
1969,-0.73344942
1970,-0.71224273
1971,-0.69036506
1972,-0.66783700
1973,-0.64467978
1974,-0.62091522
1975,-0.59656570
1976,-0.57165417
1977,-0.54620410
1978,-0.52023945
1979,-0.49378469
1980,-0.46686475
1981,-0.43950498
1982,-0.41173115
1983,-0.38356945
1984,-0.35504639
1985,-0.32618884
1986,-0.29702400
1987,-0.26757933
1988,-0.23788258
1989,-0.20796173
1990,-0.17784496
1991,-0.14756064
1992,-0.11713731
1993,-0.08660363
1994,-0.05598836
1995,-0.02532034
1996,0.00537153
1997,0.03605834
1998,0.06671118
1999,0.09730117
2000,0.12779950
2001,0.15817743
2002,0.18840634
2003,0.21845776
2004,0.24830337
2005,0.27791506
2006,0.30726493
2007,0.33632533
2008,0.36506889
2009,0.39346851
2010,0.42149746
2011,0.44912932
2012,0.47633806
2013,0.50309806
2014,0.52938409
2015,0.55517139
2016,0.58043568
2017,0.60515315
2018,0.62930051
2019,0.65285502
2020,0.67579448
2021,0.69809729
2022,0.71974243
2023,0.74070952
2024,0.76097879
2025,0.78053115
2026,0.79934819
2027,0.81741218
2028,0.83470609
2029,0.85121364
2030,0.86691927
2031,0.88180820
2032,0.89586638
2033,0.90908059
2034,0.92143836
2035,0.93292806
2036,0.94353886
2037,0.95326077
2038,0.96208462
2039,0.97000211
2040,0.97700578
2041,0.98308902
2042,0.98824611
2043,0.99247219
2044,0.99576328
2045,0.99811627
2046,0.99952896
2047,1.00000000
2048,0.99952896
2049,0.99811627
2050,0.99576328
2051,0.99247219
2052,0.98824611
2053,0.98308902
2054,0.97700578
2055,0.97000211
2056,0.96208462
2057,0.95326077
2058,0.94353886
2059,0.93292806
2060,0.92143836
2061,0.90908059
2062,0.89586638
2063,0.88180820
2064,0.86691927
2065,0.85121364
2066,0.83470609
2067,0.81741218
2068,0.79934819
2069,0.78053115
2070,0.76097879
2071,0.74070952
2072,0.71974243
2073,0.69809729
2074,0.67579448
2075,0.65285502
2076,0.62930051
2077,0.60515315
2078,0.58043568
2079,0.55517139
2080,0.52938409
2081,0.50309806
2082,0.47633806
2083,0.44912932
2084,0.42149746
2085,0.39346851
2086,0.36506889
2087,0.33632533
2088,0.30726493
2089,0.27791506
2090,0.24830337
2091,0.21845776
2092,0.18840634
2093,0.15817743
2094,0.12779950
2095,0.09730117
2096,0.06671118
2097,0.03605834
2098,0.00537153
2099,-0.02532034
2100,-0.05598836
2101,-0.08660363
2102,-0.11713731
2103,-0.14756064
2104,-0.17784496
2105,-0.20796173
2106,-0.23788258
2107,-0.26757933
2108,-0.29702400
2109,-0.32618884
2110,-0.35504639
2111,-0.38356945
2112,-0.41173115
2113,-0.43950498
2114,-0.46686475
2115,-0.49378469
2116,-0.52023945
2117,-0.54620410
2118,-0.57165417
2119,-0.59656570
2120,-0.62091522
2121,-0.64467978
2122,-0.66783700
2123,-0.69036506
2124,-0.71224273
2125,-0.73344942
2126,-0.75396513
2127,-0.77377054
2128,-0.79284700
2129,-0.81117652
2130,-0.82874185
2131,-0.84552644
2132,-0.86151446
2133,-0.87669087
2134,-0.89104136
2135,-0.90455241
2136,-0.91721130
2137,-0.92900610
2138,-0.93992569
2139,-0.94995980
2140,-0.95909896
2141,-0.96733457
2142,-0.97465887
2143,-0.98106496
2144,-0.98654681
2145,-0.99109924
2146,-0.99471797
2147,-0.99739959
2148,-0.99914158
2149,-0.99994229
2150,-0.99980098
2151,-0.99871776
2152,-0.99669367
2153,-0.99373061
2154,-0.98983137
2155,-0.98499962
2156,-0.97923992
2157,-0.97255770
2158,-0.96495924
2159,-0.95645171
2160,-0.94704312
2161,-0.93674234
2162,-0.92555907
2163,-0.91350384
2164,-0.90058801
2165,-0.88682375
2166,-0.87222403
2167,-0.85680260
2168,-0.84057399
2169,-0.82355349
2170,-0.80575713
2171,-0.78720168
2172,-0.76790462
2173,-0.74788413
2174,-0.72715907
2175,-0.70574896
2176,-0.68367397
2177,-0.66095491
2178,-0.63761318
2179,-0.61367075
2180,-0.58915020
2181,-0.56407462
2182,-0.53846763
2183,-0.51235336
2184,-0.48575641
2185,-0.45870183
2186,-0.43121512
2187,-0.40332217
2188,-0.37504925
2189,-0.34642301
2190,-0.31747041
2191,-0.28821872
2192,-0.25869551
2193,-0.22892858
2194,-0.19894598
2195,-0.16877596
2196,-0.13844694
2197,-0.10798749
2198,-0.07742630
2199,-0.04679218
2200,-0.01611397
2201,0.01457942
2202,0.04525907
2203,0.07589609
2204,0.10646161
2205,0.13692683
2206,0.16726305
2207,0.19744170
2208,0.22743434
2209,0.25721272
2210,0.28674878
2211,0.31601470
2212,0.34498291
2213,0.37362611
2214,0.40191733
2215,0.42982991
2216,0.45733755
2217,0.48441434
2218,0.51103477
2219,0.53717376
2220,0.56280669
2221,0.58790941
2222,0.61245827
2223,0.63643014
2224,0.65980243
2225,0.68255314
2226,0.70466083
2227,0.72610467
2228,0.74686445
2229,0.76692062
2230,0.78625429
2231,0.80484725
2232,0.82268196
2233,0.83974165
2234,0.85601022
2235,0.87147236
2236,0.88611350
2237,0.89991984
2238,0.91287839
2239,0.92497692
2240,0.93620405
2241,0.94654920
2242,0.95600261
2243,0.96455539
2244,0.97219948
2245,0.97892767
2246,0.98473363
2247,0.98961189
2248,0.99355785
2249,0.99656780
2250,0.99863889
2251,0.99976918
2252,0.99995760
2253,0.99920398
2254,0.99750903
2255,0.99487433
2256,0.99130238
2257,0.98679654
2258,0.98136105
2259,0.97500104
2260,0.96772249
2261,0.95953227
2262,0.95043809
2263,0.94044851
2264,0.92957295
2265,0.91782166
2266,0.90520570
2267,0.89173696
2268,0.87742812
2269,0.86229268
2270,0.84634488
2271,0.82959976
2272,0.81207308
2273,0.79378136
2274,0.77474183
2275,0.75497243
2276,0.73449178
2277,0.71331917
2278,0.69147456
2279,0.66897852
2280,0.64585225
2281,0.62211753
2282,0.59779672
2283,0.57291274
2284,0.54748902
2285,0.52154953
2286,0.49511869
2287,0.46822140
2288,0.44088301
2289,0.41312928
2290,0.38498634
2291,0.35648071
2292,0.32763924
2293,0.29848911
2294,0.26905778
2295,0.23937298
2296,0.20946266
2297,0.17935501
2298,0.14907840
2299,0.11866134
2300,0.08813249
2301,0.05752061
2302,0.02685455
2303,-0.00383682
2304,-0.03452457
2305,-0.06517979
2306,-0.09577361
2307,-0.12627721
2308,-0.15666184
2309,-0.18689888
2310,-0.21695984
2311,-0.24681642
2312,-0.27644047
2313,-0.30580409
2314,-0.33487961
2315,-0.36363965
2316,-0.39205712
2317,-0.42010523
2318,-0.44775756
2319,-0.47498807
2320,-0.50177111
2321,-0.52808143
2322,-0.55389425
2323,-0.57918526
2324,-0.60393062
2325,-0.62810704
2326,-0.65169172
2327,-0.67466245
2328,-0.69699760
2329,-0.71867611
2330,-0.73967757
2331,-0.75998219
2332,-0.77957085
2333,-0.79842508
2334,-0.81652713
2335,-0.83385994
2336,-0.85040718
2337,-0.86615327
2338,-0.88108337
2339,-0.89518341
2340,-0.90844012
2341,-0.92084099
2342,-0.93237436
2343,-0.94302935
2344,-0.95279593
2345,-0.96166489
2346,-0.96962788
2347,-0.97667740
2348,-0.98280681
2349,-0.98801033
2350,-0.99228307
2351,-0.99562098
2352,-0.99802094
2353,-0.99948068
2354,-0.99999882
2355,-0.99957488
2356,-0.99820926
2357,-0.99590323
2358,-0.99265898
2359,-0.98847957
2360,-0.98336892
2361,-0.97733185
2362,-0.97037406
2363,-0.96250209
2364,-0.95372336
2365,-0.94404614
2366,-0.93347956
2367,-0.92203355
2368,-0.90971891
2369,-0.89654724
2370,-0.88253095
2371,-0.86768324
2372,-0.85201809
2373,-0.83555028
2374,-0.81829530
2375,-0.80026942
2376,-0.78148962
2377,-0.76197359
2378,-0.74173971
2379,-0.72080706
2380,-0.69919534
2381,-0.67692492
2382,-0.65401678
2383,-0.63049250
2384,-0.60637425
2385,-0.58168474
2386,-0.55644723
2387,-0.53068550
2388,-0.50442382
2389,-0.47768693
2390,-0.45050002
2391,-0.42288870
2392,-0.39487899
2393,-0.36649726
2394,-0.33777026
2395,-0.30872506
2396,-0.27938901
2397,-0.24978975
2398,-0.21995516
2399,-0.18991337
2400,-0.15969265
2401,-0.12932150
2402,-0.09882851
2403,-0.06824241
2404,-0.03759203
2405,-0.00690623
2406,0.02378607
2407,0.05445597
2408,0.08507456
2409,0.11561301
2410,0.14604254
2411,0.17633449
2412,0.20646031
2413,0.23639163
2414,0.26610025
2415,0.29555818
2416,0.32473767
2417,0.35361123
2418,0.38215165
2419,0.41033206
2420,0.43812590
2421,0.46550699
2422,0.49244953
2423,0.51892815
2424,0.54491788
2425,0.57039426
2426,0.59533328
2427,0.61971145
2428,0.64350579
2429,0.66669390
2430,0.68925393
2431,0.71116462
2432,0.73240533
2433,0.75295605
2434,0.77279743
2435,0.79191077
2436,0.81027805
2437,0.82788199
2438,0.84470600
2439,0.86073421
2440,0.87595155
2441,0.89034366
2442,0.90389700
2443,0.91659878
2444,0.92843706
2445,0.93940066
2446,0.94947928
2447,0.95866340
2448,0.96694438
2449,0.97431441
2450,0.98076656
2451,0.98629475
2452,0.99089376
2453,0.99455926
2454,0.99728781
2455,0.99907683
2456,0.99992463
2457,0.99983042
2458,0.99879428
2459,0.99681719
2460,0.99390102
2461,0.99004851
2462,0.98526329
2463,0.97954987
2464,0.97291363
2465,0.96536082
2466,0.95689856
2467,0.94753482
2468,0.93727842
2469,0.92613903
2470,0.91412714
2471,0.90125406
2472,0.88753192
2473,0.87297365
2474,0.85759297
2475,0.84140436
2476,0.82442308
2477,0.80666512
2478,0.78814722
2479,0.76888681
2480,0.74890205
2481,0.72821175
2482,0.70683542
2483,0.68479320
2484,0.66210583
2485,0.63879471
2486,0.61488179
2487,0.59038960
2488,0.56534122
2489,0.53976023
2490,0.51367074
2491,0.48709733
2492,0.46006504
2493,0.43259932
2494,0.40472606
2495,0.37647151
2496,0.34786230
2497,0.31892537
2498,0.28968798
2499,0.26017769
2500,0.23042228
2501,0.20044980
2502,0.17028848
2503,0.13996673
2504,0.10951312
2505,0.07895634
2506,0.04832517
2507,0.01764848
2508,-0.01304484
2509,-0.04372586
2510,-0.07436570
2511,-0.10493547
2512,-0.13540639
2513,-0.16574974
2514,-0.19593695
2515,-0.22593956
2516,-0.25572932
2517,-0.28527816
2518,-0.31455825
2519,-0.34354199
2520,-0.37220209
2521,-0.40051154
2522,-0.42844368
2523,-0.45597218
2524,-0.48307113
2525,-0.50971497
2526,-0.53587863
2527,-0.56153744
2528,-0.58666723
2529,-0.61124434
2530,-0.63524560
2531,-0.65864840
2532,-0.68143070
2533,-0.70357104
2534,-0.72504855
2535,-0.74584301
2536,-0.76593482
2537,-0.78530505
2538,-0.80393546
2539,-0.82180850
2540,-0.83890732
2541,-0.85521582
2542,-0.87071863
2543,-0.88540116
2544,-0.89924956
2545,-0.91225079
2546,-0.92439260
2547,-0.93566356
2548,-0.94605304
2549,-0.95555126
2550,-0.96414927
2551,-0.97183897
2552,-0.97861312
2553,-0.98446533
2554,-0.98939009
2555,-0.99338276
2556,-0.99643958
2557,-0.99855767
2558,-0.99973503
2559,-0.99997056
2560,-0.99926403
2561,-0.99761611
2562,-0.99502835
2563,-0.99150319
2564,-0.98704395
2565,-0.98165483
2566,-0.97534091
2567,-0.96810813
2568,-0.95996332
2569,-0.95091414
2570,-0.94096912
2571,-0.93013762
2572,-0.91842986
2573,-0.90585685
2574,-0.89243046
2575,-0.87816331
2576,-0.86306887
2577,-0.84716134
2578,-0.83045571
2579,-0.81296772
2580,-0.79471385
2581,-0.77571129
2582,-0.75597795
2583,-0.73553240
2584,-0.71439393
2585,-0.69258244
2586,-0.67011847
2587,-0.64702320
2588,-0.62331837
2589,-0.59902633
2590,-0.57416995
2591,-0.54877266
2592,-0.52285838
2593,-0.49645152
2594,-0.46957696
2595,-0.44226001
2596,-0.41452643
2597,-0.38640232
2598,-0.35791419
2599,-0.32908887
2600,-0.29995353
2601,-0.27053560
2602,-0.24086281
2603,-0.21096310
2604,-0.18086465
2605,-0.15059580
2606,-0.12018509
2607,-0.08966115
2608,-0.05905274
2609,-0.02838869
2610,0.00230209
2611,0.03299071
2612,0.06364825
2613,0.09424583
2614,0.12475461
2615,0.15514587
2616,0.18539097
2617,0.21546142
2618,0.24532888
2619,0.27496522
2620,0.30434252
2621,0.33343310
2622,0.36220956
2623,0.39064479
2624,0.41871200
2625,0.44638475
2626,0.47363696
2627,0.50044297
2628,0.52677752
2629,0.55261580
2630,0.57793347
2631,0.60270668
2632,0.62691208
2633,0.65052689
2634,0.67352884
2635,0.69589626
2636,0.71760810
2637,0.73864389
2638,0.75898381
2639,0.77860871
2640,0.79750009
2641,0.81564016
2642,0.83301182
2643,0.84959872
2644,0.86538522
2645,0.88035646
2646,0.89449833
2647,0.90779751
2648,0.92024146
2649,0.93181846
2650,0.94251762
2651,0.95232884
2652,0.96124289
2653,0.96925137
2654,0.97634673
2655,0.98252229
2656,0.98777223
2657,0.99209160
2658,0.99547634
2659,0.99792326
2660,0.99943005
2661,0.99999529
2662,0.99961845
2663,0.99829989
2664,0.99604084
2665,0.99284344
2666,0.98871069
2667,0.98364650
2668,0.97765562
2669,0.97074372
2670,0.96291729
2671,0.95418371
2672,0.94455121
2673,0.93402886
2674,0.92262658
2675,0.91035510
2676,0.89722599
2677,0.88325162
2678,0.86844516
2679,0.85282054
2680,0.83639249
2681,0.81917650
2682,0.80118876
2683,0.78244624
2684,0.76296659
2685,0.74276817
2686,0.72186999
2687,0.70029174
2688,0.67805377
2689,0.65517701
2690,0.63168301
2691,0.60759392
2692,0.58293242
2693,0.55772175
2694,0.53198567
2695,0.50574840
2696,0.47903468
2697,0.45186966
2698,0.42427895
2699,0.39628853
2700,0.36792477
2701,0.33921440
2702,0.31018445
2703,0.28086229
2704,0.25127553
2705,0.22145205
2706,0.19141994
2707,0.16120750
2708,0.13084319
2709,0.10035561
2710,0.06977348
2711,0.03912563
2712,0.00844092
2713,-0.02225175
2714,-0.05292345
2715,-0.08354530
2716,-0.11408844
2717,-0.14452409
2718,-0.17482360
2719,-0.20495840
2720,-0.23490012
2721,-0.26462054
2722,-0.29409167
2723,-0.32328573
2724,-0.35217524
2725,-0.38073296
2726,-0.40893200
2727,-0.43674580
2728,-0.46414814
2729,-0.49111321
2730,-0.51761562
2731,-0.54363039
2732,-0.56913301
2733,-0.59409946
2734,-0.61850622
2735,-0.64233029
2736,-0.66554923
2737,-0.68814117
2738,-0.71008482
2739,-0.73135952
2740,-0.75194521
2741,-0.77182250
2742,-0.79097267
2743,-0.80937768
2744,-0.82702018
2745,-0.84388357
2746,-0.85995194
2747,-0.87521016
2748,-0.88964387
2749,-0.90323945
2750,-0.91598411
2751,-0.92786583
2752,-0.93887342
2753,-0.94899651
2754,-0.95822557
2755,-0.96655190
2756,-0.97396766
2757,-0.98046585
2758,-0.98604037
2759,-0.99068595
2760,-0.99439822
2761,-0.99717368
2762,-0.99900972
2763,-0.99990461
2764,-0.99985750
2765,-0.99886845
2766,-0.99693837
2767,-0.99406909
2768,-0.99026332
2769,-0.98552464
2770,-0.97985750
2771,-0.97326726
2772,-0.96576012
2773,-0.95734315
2774,-0.94802428
2775,-0.93781230
2776,-0.92671681
2777,-0.91474828
2778,-0.90191798
2779,-0.88823799
2780,-0.87372121
2781,-0.85838132
2782,-0.84223275
2783,-0.82529073
2784,-0.80757121
2785,-0.78909089
2786,-0.76986719
2787,-0.74991820
2788,-0.72926273
2789,-0.70792023
2790,-0.68591080
2791,-0.66325520
2792,-0.63997475
2793,-0.61609139
2794,-0.59162762
2795,-0.56660648
2796,-0.54105156
2797,-0.51498691
2798,-0.48843711
2799,-0.46142716
2800,-0.43398250
2801,-0.40612900
2802,-0.37789289
2803,-0.34930077
2804,-0.32037958
2805,-0.29115656
2806,-0.26165926
2807,-0.23191544
2808,-0.20195314
2809,-0.17180059
2810,-0.14148618
2811,-0.11103849
2812,-0.08048618
2813,-0.04985805
2814,-0.01918295
2815,0.01151022
2816,0.04219255
2817,0.07283513
2818,0.10340909
2819,0.13388564
2820,0.16423605
2821,0.19443174
2822,0.22444425
2823,0.25424532
2824,0.28380687
2825,0.31310105
2826,0.34210026
2827,0.37077719
2828,0.39910481
2829,0.42705644
2830,0.45460575
2831,0.48172678
2832,0.50839398
2833,0.53458223
2834,0.56026686
2835,0.58542367
2836,0.61002897
2837,0.63405956
2838,0.65749282
2839,0.68030666
2840,0.70247960
2841,0.72399074
2842,0.74481982
2843,0.76494721
2844,0.78435396
2845,0.80302179
2846,0.82093310
2847,0.83807102
2848,0.85441940
2849,0.86996286
2850,0.88468673
2851,0.89857715
2852,0.91162104
2853,0.92380610
2854,0.93512086
2855,0.94555466
2856,0.95509766
2857,0.96374088
2858,0.97147618
2859,0.97829626
2860,0.98419470
2861,0.98916595
2862,0.99320532
2863,0.99630901
2864,0.99847409
2865,0.99969852
2866,0.99998116
2867,0.99932172
2868,0.99772084
2869,0.99518002
2870,0.99170166
2871,0.98728903
2872,0.98194630
2873,0.97567848
2874,0.96849149
2875,0.96039211
2876,0.95138795
2877,0.94148750
2878,0.93070009
2879,0.91903589
2880,0.90650587
2881,0.89312185
2882,0.87889643
2883,0.86384302
2884,0.84797580
2885,0.83130971
2886,0.81386045
2887,0.79564447
2888,0.77667893
2889,0.75698168
2890,0.73657130
2891,0.71546701
2892,0.69368868
2893,0.67125684
2894,0.64819262
2895,0.62451775
2896,0.60025453
2897,0.57542582
2898,0.55005500
2899,0.52416599
2900,0.49778317
2901,0.47093140
2902,0.44363597
2903,0.41592260
2904,0.38781739
2905,0.35934683
2906,0.33053773
2907,0.30141724
2908,0.27201278
2909,0.24235207
2910,0.21246304
2911,0.18237385
2912,0.15211285
2913,0.12170855
2914,0.09118959
2915,0.06058472
2916,0.02992277
2917,-0.00076737
2918,-0.03145678
2919,-0.06211656
2920,-0.09271782
2921,-0.12323173
2922,-0.15362954
2923,-0.18388263
2924,-0.21396248
2925,-0.24384076
2926,-0.27348932
2927,-0.30288023
2928,-0.33198581
2929,-0.36077862
2930,-0.38923155
2931,-0.41731779
2932,-0.44501088
2933,-0.47228474
2934,-0.49911366
2935,-0.52547238
2936,-0.55133605
2937,-0.57668032
2938,-0.60148131
2939,-0.62571565
2940,-0.64936052
2941,-0.67239363
2942,-0.69479329
2943,-0.71653840
2944,-0.73760846
2945,-0.75798364
2946,-0.77764473
2947,-0.79657322
2948,-0.81475126
2949,-0.83216174
2950,-0.84878826
2951,-0.86461514
2952,-0.87962748
2953,-0.89381114
2954,-0.90715276
2955,-0.91963976
2956,-0.93126038
2957,-0.94200367
2958,-0.95185952
2959,-0.96081863
2960,-0.96887257
2961,-0.97601375
2962,-0.98223545
2963,-0.98753179
2964,-0.99189780
2965,-0.99532936
2966,-0.99782323
2967,-0.99937706
2968,-0.99998940
2969,-0.99965966
2970,-0.99838816
2971,-0.99617610
2972,-0.99302555
2973,-0.98893949
2974,-0.98392176
2975,-0.97797709
2976,-0.97111109
2977,-0.96333022
2978,-0.95464181
2979,-0.94505404
2980,-0.93457596
2981,-0.92321743
2982,-0.91098914
2983,-0.89790263
2984,-0.88397022
2985,-0.86920503
2986,-0.85362098
2987,-0.83723274
2988,-0.82005576
2989,-0.80210622
2990,-0.78340103
2991,-0.76395780
2992,-0.74379487
2993,-0.72293121
2994,-0.70138649
2995,-0.67918101
2996,-0.65633568
2997,-0.63287203
2998,-0.60881216
2999,-0.58417874
3000,-0.55899497
3001,-0.53328458
3002,-0.50707179
3003,-0.48038129
3004,-0.45323824
3005,-0.42566820
3006,-0.39769714
3007,-0.36935141
3008,-0.34065773
3009,-0.31164312
3010,-0.28233491
3011,-0.25276072
3012,-0.22294841
3013,-0.19292607
3014,-0.16272197
3015,-0.13236457
3016,-0.10188247
3017,-0.07130439
3018,-0.04065914
3019,-0.00997558
3020,0.02071737
3021,0.05139081
3022,0.08201584
3023,0.11256359
3024,0.14300531
3025,0.17331230
3026,0.20345601
3027,0.23340806
3028,0.26314021
3029,0.29262446
3030,0.32183303
3031,0.35073842
3032,0.37931337
3033,0.40753098
3034,0.43536466
3035,0.46278819
3036,0.48977574
3037,0.51630188
3038,0.54234161
3039,0.56787041
